id,body,title,last_crawl_date,url
340,"PARADISE VALLEY, Ariz. ó Hal Steinbrenner said Wednesday that he spoke recently with Casey Close, the agent for Japanese free-agent pitcher Masahiro Tanaka, to ìexpress that heís a great player. A lot of respect for him.î Close, who represents Yankees captain Derek Jeter and many other high-profile players, has succeeded so far in keeping his Tanaka negotiations remarkably private. Steinbrenner, here at the Major League Baseball ownersí meetings at the Sanctuary Camelback Mountain Resort, wouldnít even address a question of whether a Yankees contingent met with Tanaka during the right-handerís recent visit to the United States. Yet Steinbrenner made clear how badly the Yankees want to add Tanaka, whom they scouted extensively last season, to their starting rotation. ìI think a lot of teams are interested,î said Steinbrenner, the Yankeesí managing general partner. ìThis is a great, young pitcher. Iím sure heíll come here and do great things with someone. We certainly have an interest. I believe we need another starter. But weíll see what happens.î The Dodgers are viewed as the Yankeesí prime competitor, the Dodgers signed ace Clayton Kershaw to a seven-year, $215 million extension . Itís clear that if the Yankees sign Tanaka, their 2014 payroll will surpass the $189 million luxury-tax threshold, which they had desired to stay under. If Tanaka signs elsewhere, the Yankees have a chance to meet their payroll goal. Either way, Steinbrenner said, the payroll goal hasnít and wonít impact the Yankeesí pursuit of Tanaka. And if they donít get Tanaka, Steinbrenner said, the Yankees will look at other free-agent options, though they arenít believed to be enthusiastic about free agents Bronson Arroyo, Matt Garza, Ubaldo Jimenez or Ervin Santana. Joe Torre, MLBís executive vice president of baseball operations, said he remained hopeful of adding expanded instant replay for the 2014 season, including the ìchallengeî system for managers. However, Torre hinted the additions might not be as dramatic as initially anticipated. Specifically, all safe/out calls may not be subject to replay. ìThe one thing I can say is, Iíd rather add more later than to have too much of it really affect our game,î Torre said. He indicated that adding safe/out calls on plays at the plate was the first priority. In the collective bargaining agreement approved during the 2011-12 offseason, the owners and players signed off on adding fair/foul boundary calls as well as trap plays in the outfield. Those figure to be the basis of the new system. As Fox Sports reported last week, the players have yet to sign off on either expanded replay or a change in the rule on home-plate collisions. Should the Yankees go all out for Tanaka? I said it in the past! Hal Steinbrenner is the man that needs to take charge of this negotiations process with Tanaka and any player or situation he really desires. I have NOOOOOO FAITH!!!!! In Brian Cashman whatsoever! If Hal Steinbrenner steps in to handle this negotiation that means so much to him my guess is that he feels somewhat the same. IT'S ABOUT TIME!!!! With that notion I truly hope Cashman and his goons days are numbered! By the way SIZEMORE is just another of many ""what the hell is he doing""? moves by the twirp! YES ! ! !†††† The Yankees should go all out for Tanaka; they should pull out all the stops to get him.†† The Yanks should go all out in an effort to show Tanaka that he is definitely†wanted in New York, and how he would be treated with the respect due a star of his caliber. That's why you will be watching the playoffs next year and not in them. Go spend another 150 mil stupidly on tanaka and with the rest of those old past their prime players the yanks seem to covet its going to be another long season for the worst run team in MLB. @ Jim Dimacher go comment in the Boston Globe, stay the heck out of our papers. †Boston wins 3 world titles since 1918 and now they are the the elite of baseball? †Gimmie a break, as if Big Slopp Papi isn't using PED's. By the way, can you tear down that raggedy azz joke of a ballpark? †It looks like a little league diamond with that bogus green wall. Stop frightening yourself Jim Dimacher. The Yankees almost made it to the playoffs last year sitting in a wheelchair. They don't necessarily need Tanaka. Without Tanaka they would probably go after 200 innings from what's left on the FA market and almost be forced to finally give one of their own candidates a worthy shot. In fact as I wouldn't mind taking a shot at getting Tanaka I don't see it as the end of the world if the Yankees don't. I like what I've seen in Ken Phelps and some of the other buried candidates that rarely get a chance! This upcoming season we have a stronger and speed bursting lineup with pop (even without Canoe). I can see this lineup has much more offense and flexibility. The wheelchairs will be gone so have plenty cold beers to keep yourself numb to what's about to happen to your team when my Yankees come to your town and beat the living craps out of them. And if you think that this year is going to be tuff on you wait till next year when the real FA's come knocking on our doors to wear the pinstripes. Hate to tell ya this....but another dynasty and world champions are getting ready to come back to YANKEE STADIUM! I KNOW FOR A FACT HAL STEINBRENNER IS ABOUT TO SET THE STAGE! @ dynks Sure they do donk, but at least they keep it from this century. You know, the one that has produced 3 championships. Your asterisk legacy Yanks have what is it, one this century? Let's see now, one championship this century after outspending all of the other ballclubs. Billions spent for one ring. Keep drinking the Koolade kid. @ rob pinta @ Sa Hu Netjer @ Jim Dimacher Guys come on, Sox fan right? Dumb it down so he can keep up. BTW, the last 100 years i think the Yanks might have won about 8 times as often as the Sox. In fact, who has more regular season wins in the last 2 years?",Steinbrenner gushes over Tanaka; has spoken with agent | New York Post,1/16/14,http://nypost.com/2014/01/15/steinbrenner-on-interest-in-tanaka-hell-do-great-things/
341,"TAMPA ó The Yankees have their sights set on Masahiro Tanaka and nothing figures to change that until the Japanese star finds a home in the majors. Still, the teamís single-mindedness toward adding Tanaka to its rotation doesnít mean everyone in the organization is sold on him. ìJust because he had great success over there doesnít mean heís going to be lights out here,î one official said. ìWeíll find out soon enough, but itís not like heís a sure-fire thing. Iíd like to think so, but Iím not convinced.î But heís enough of a solid bet the Yankees have done little more than check in on free-agent starters such as Ubaldo Jimenez and Ervin Santana. The organization remains unimpressed with this free-agent class of starters, including Matt Garza and Bronson Arroyo. Though there are different views of just how good Tanaka can be in the majors, there is a unanimous consensus the rotation needs an upgrade to go along with CC Sabathia, Ivan Nova and Hiroki Kuroda. ìIf you donít get Tanaka, it kind of nullifies some of what youíve added to the offense,î one AL official said. ìAnything is possible, but Iím sure they really donít want to lose [Tanaka].î Thanks to the savings they got from Alex Rodriguezís suspension, the Yankees have all the more reason to go hard after Tanaka, even with the goal of staying under the $189 million luxury-tax threshold. With a deadline of Jan. 24 looming, many believe Tanaka and agent Casey Close will wait until that date approaches before making a deal, letting the Yankees, Dodgers and any other teams that choose to stay in the fray drive the price up. The five Yankees eligible for arbitration all filed Tuesday: David Robertson, Brett Gardner, Ivan Nova, Francisco Cervelli and Shawn Kelley. The sides will exchange figures Friday. Gardner could still end up being traded if the Yankees fail to land Tanaka and decide to move the outfielder for a starting pitcher. Ö The signing of Brian Roberts was announced by the Yankees Tuesday. The deal is worth $2 million and can more than double with incentives. With Alex Rodriguez on the restricted list, their 40-man roster is full.",Not all Yankees brass sold on Tanaka | New York Post,1/16/14,http://nypost.com/2014/01/14/not-all-yankees-brass-sold-on-tanaka/
342,"What if thereís another dog in the fight for Masahiro Tanaka, and it belongs to Derek Holland? Stick with us here: Holland, the Texas Rangers left-hander, suffered a left knee injury this week that will require surgery and keep him out until midseason. Holland, who pitched to a 3.42 ERA last season in a team-leading 213 innings, said he went down while playing with his pet boxer Wrigley ó heís just asking for bad luck with that name ó in one of those freak sports pratfalls. ìI was running around with the dog and took off up the stairs,î Holland told the Dallas Morning News. ìHe chased me and ran up under me and undercut me, and I slammed my head on the steps. ìIt could have been worse. I could have cracked my head open. I was doing a typical guy thing, clowning around with the dog thing, and this happened.î Derek Holland Photo: Getty Images. The Rangers suddenly face a serious void in their starting rotation, just as bidding for free-agent Japanese right-hander Masahiro Tanaka ó who is coveted by the Yankees ó enters its final two weeks. Tanaka was reported to have returned to Japan this weekend after meeting in Los Angeles with representatives from an array of big league clubs. The Yankees, as well as the L.A.-based Dodgers and Angels, are regarded as the favorites to land the 25-year-old import, who likely will command a pact in the $100 million range in addition to payment of a $20 million posting fee to his Japanese team. But the Rangers, who made Shin-Soo Choo their big-ticket offseason acquisition and have†Japanese stud Yu Darvish at the top of their rotation, have an affinity for Tanaka , deep pockets and now a pressing need for a front-end starter. Those are potential ingredients for a late-breaking candidate to snare Tanaka away from the Yankees.",Freak dog injury could motivate new Tanaka suitor | New York Post,1/16/14,http://nypost.com/2014/01/13/freak-dog-injury-could-produce-new-tanaka-suitor/
343,"What's the deal with crowdfunding investments? Rick Field, owner of Brooklyn-based Rick's Picks, can publicly solicit investors thanks to a rule change made under the JOBS Act. NEW YORK (CNNMoney) A rule changed in September that transformed the way small business owners can seek investment, but it appears to be flying under the radar. The new rule allows private companies to publicly advertise that they are seeking investment, known as ""general solicitation."" Part of the JOBS Act , it aims to make it easier for smaller companies to access new investors and raise capital -- something a majority say is their biggest challenge. For the past 80 years, startups that wanted to raise money couldn't publicly say they were seeking investment. They couldn't mention it at speaking engagements, post an announcement on their website or tweet about it. That's all changed. ""I've seen an entirely new class of individuals taking a look at my business now,"" said Rick Field, CEO of Rick's Picks, a New York-based company selling specialty pickles and beets. Field -- one of the small number of business owners to take advantage of the new rule -- has seen three times the traffic to his fundraising profile on the crowdfunding site CircleUp. Though he says it's too early to tell if that will lead to more investment, more and more people are discovering Rick's Picks -- and they could become investors down the line. Shahab Kaviani is the CEO of CoFoundersLab, an online matchmaking platform connecting entrepreneurs with business partners. He also took advantage of the rule change in September by tweeting and blogging about his fundraising campaign. Since then, Kaviani has received about $150,000 in investments, and he says half of those investors were the result of general solicitation. ""It's really going to help startups all around. They can sell out loud, which is going to give them more exposure, more quickly,"" said Alejandro Cremades, CEO of the crowdfunding platform Rock the Post. His website launched in 2012 and helps startups raise funds. Unlike crowdfunding sites Kickstarter or Indiegogo, Rock the Post allows entrepreneurs to sell shares, as does CircleUp, a site for consumer product companies. Only about one-third of the 66 startups currently using Rock the Post have taken advantage of the general solicitation rule, while just six of 34 companies on CircleUp are using it. Advertising for investment really only works well for businesses with a tangible product like pickles, or those with an already established social network, said Cremades. The National Federation of Independent Businesses and the Small Business Majority are not yet tracking the extent that small firms are using general solicitation. That may be because the JOBS Act in its entirety has yet to take effect. Although the new rule allows business owners to tell the world they're raising capital, that doesn't mean they can take money from just anybody. Only accredited investors -- those who have a net worth of more than $1 million or have earned $200,000 in each of the previous two years -- can pony up funds. The burden to verify these investors is placed on the fundraiser. And once a business owner opts to solicit publicly -- done by filing out a fairly straightforward form with the SEC -- he or she can't take any funds from a non-accredited investor, which means passing up investments from family or friends they might otherwise have received. The SEC is eventually expected to loosen that limitation. ""General solicitation is a step in the right direction, but without that second part we're still not opening up to a broader population,"" said Rhett Buttle, vice president at the Small Business Majority. Ryan Caldbeck, the CEO at CircleUp, believes the rule change is significant regardless. There are millions of inactive investors that already meet accreditation standards, he said. The change helps small business owners reach them.","What's the deal with crowdfunding investments? - Jan. 7, 2014",1/16/14,http://money.cnn.com/2014/01/07/smallbusiness/crowdfunding-investments/index.html
344,"The Yankees have made Masahiro Tanaka their top offseason pitching priority, and though not everyone is sold he can be an ace or that he will hold up after being ridden hard in seven seasons with Rakuten, one former Yankee who has played with Tanaka through most of his career believes he would do just fine in the majors. Rasner spent parts of three seasons with the Yankees, the last in 2008. Since then, he has been with Rakuten, where he has most recently been pitching out of the bullpen. ìHe doesnít need to prove anything else [in Japan],î Rasner said. ìHe almost at times goes easy and just plays with [hitters]. Heíll go out there and get guys out at 70 percent. I just think heís really special, super fun watching him.î With the rest of their plans on hold until they get a better idea of where they stand in the Tanaka sweepstakes, as well as how much they are going to owe Alex Rodriguez following arbitrator Fredric Horowitzís ruling on the appeal of A-Rodís 211-game suspension, their primary focus is on landing the 25-year-old right-hander, who went 24-0 with a 1.27 ERA in 2013. Rasner said Tanaka continues to improve. ìThis year I saw him learn how to mess with guysí timing,î Rasner said. ìHe would do a quick pitch, change speeds. He really has a good feel right now of what heís doing.î Though Yankees general manager Brian Cashman and Tanakaís agent, Casey Close, have kept in touch since Tanaka became a free agent last month, no meetings have been set up. Nevertheless, the process will have to move fairly quickly once it gets underway, because there is a Jan. 24 deadline to sign the Japanese star and pay his former Rakuten team the $20 million posting fee. Rasner, who went 5-10 with the Yankees in 2008, said he is confident Tanaka is worth the investment. ìYou see this with some pitchers, they have this extra gear,î Rasner said. ìI donít have that extra gear, and itís really fun watching these pitchers that when they get in trouble they can go up that extra bit and get outs that way with just pure stuff.î Still, he joined the chorus of those cautioning about the amount of pitches Tanaka has thrown. ìI would always tell him to try to knock his workload down, but the guys in Japan, they donít think that way,î Rasner said. ìI think that his size [6-foot-2] and body are different than other Japanese players, so heís able to handle the load a little better. But certainly thereís always some worry of them throwing too much. Thatís the only thing they know, especially Tanaka ó he wants that ball, and he wants to keep the ball, itís really hard to get the ball from him.î Rasner said he doesnít expect Tanaka to be overwhelmed by the spotlight, if he ends up in The Bronx. ìNew York is a tough market, but I think by him pitching in Japan he has had the entire country watching him, so I really donít think itís going to be a huge deal,î Rasner said. He told the owner and baseball people of the Golden Eagles that he wanted to challenge his ability and test his skills with MLB. Either he smells the money or really wants the chance to compete at the best level or both. IF HE REALLY WANTS TO MEET THE CHALLENGE then there is no better place for that than coming to New York! If it's a challenge he wants then he'll surely get one by becoming a Yankee! We'll see what his agenda becomes! A CHALLENGE OR THE MONEY? He'll get both in New York! @ Derek Brady @ jesus h They use a lighter ball in Japan and they only pitch once a week. And even then it's against mainly inferior hitting compared to the U.S. The Japanese†kid is a pig in a poke! N.Y. SHOULD PASS ON HIM. @ USMCBXBomber @ St. Pete Yankee Given 6 OF on the roster, and Gardner/Ellsbury/Beltran being locks, and Soriano seemingly one as well... BOTH Vernon Wells & Ichiro are your candidates for being outright cut/ traded before season starts. Even carrying 5 OF would be a stretch not with the need for a backup INF/ utility type, second catcher, and RP. To even suggest that Ichiro is safe because he's JP and could help make Tanaka feel comfortable is laughable... @ J. Rivera @ day tripper @ Derek Brady @ jesus h You make a very good point on†Darvish off of last season.†I did think he would flop! I would†like to see Darvish repeat his success over a few seasons before I'm totally convinced though. As for Tanaka, maybe he's the next Darvish or maybe just the next Irabu. Remember that fat toad?!†Thank you Mr. J. Rivera. @ day tripper @ Derek Brady @ jesus h Hey Tripper I bet you said the same thing about Darvish.... Whatever your misgivings about the JP league, the man proved he's the best there so let's give him a shot. It's not like everyone playing in the MLB is hot sh1t, first example being Phil Hughes on the pitching side and Vernon Well/ Ichiro on the position players side from this past years team.",Ex-Yankee saw Tanakaís mastery first-hand | New York Post,1/16/14,http://nypost.com/2014/01/07/ex-yankee-saw-tanakas-bulldog-pitching-first-hand/
345,"Masahiro Tanaka has finally arrived in the United States and is expected to meet with multiple MLB teams ó including the Yankees ó over the next few days, according to a source. Tanaka, the coveted Japanese free-agent righty, flew into Los Angeles on Wednesday night and reportedly had a physical Thursday. He is planning to meet with as many as 10-to-12 teams, although itís unclear if all the meetings will take place in L.A. Details of the sit-downs remain a closely guarded secret, but other teams interested in the 25-year-old Rakuten star ó who easily ranks as the marketís top starting pitcher ó also include the Dodgers, Diamondbacks, Cubs, White Sox and perhaps the Mariners and Blue Jays. Tanaka must strike a deal by Jan. 24 after being posted on Christmas. The reason so many teams are lining up for the chance to speak with Tanaka and his agent, Casey Close, is clear. While there is always a risk in signing pitchers from Japan, Tanaka is younger than others to make the leap to the majors, and scouts rave about his arsenal and his makeup. He went 24-0 with a 1.27 ERA in 2013. One of the lone concerns regarding Tanaka is the heavy workload he had while with Rakuten (1,315 innings in seven seasons, as well as a high pitch count), but teams will still likely offer him a contract in the six-year, $100 million range, if not higher. The team that signs Tanaka will also pay a $20 million posting fee to the Rakuten Golden Eagles, his former team. Although the Yankees are seen as among the favorites to land Tanaka, one official warned the same was true of Robinson Cano until Seattle entered the fray. ìWhen the Yankees want someone ó and they want this guy ó they usually get him,î the official said. ìBut thatís not always the case anymore.î Infielder Jayson Nix agreed to a minor league deal with the Rays. Nix spent the last two seasons with the Yankees and was one of the many to fill in at third base in the absence of Alex Rodriguez and Kevin Youkilis. The Yankees have already signed Kelly Johnson and Brian Roberts to go along with Eduardo Nunez as they prepare for life without Cano and perhaps Rodriguez. Mark Reynoldsí return remains a possibility. I thought the Bankees were going to become role models for fiscal sanity? If Tanaka signs with the Yankees then everything that Ca$hman, Levine and the other flunkies in their front office have been spewing about payroll reduction and avoiding the luxury tax is simply bull, and nothing they ever say from this point forward is to be taken seriously. Why even meet with Tanaka when for two years you've been claiming you are finally putting limits on your payroll? No. we don't need him because he is way too overrated. Kei Igawa, three times Strikeout champion in Japan and the winner of Sawamura award, couldn't perform well because the ball is very different and he couldn't adjust it. Many others couldn't adjust it either (Kawakami etc). There is no way to predict if the same thing won't happen with Tanaka. Darvish was an EXCEPTION, not the rule. UGH! The Yankees†just want to continue to spread†their†brand globally. Get ratings on YES and gin up interest at home to fill that stadium. Whether this pig in a poke can win is secondary. Can we ever just get good baseball here without a circus and gimmicks? There will be one of these in Japan every season now and it is all a set up. What he was pitching against is a joke compared to the MLB and the winner of his services will be a big loser in the end just like with Matsuzaka, Igawa and Wang. This guy is not close to Darvish pitching and never will be. Japan knows how to fish in MLB for the cash. And they had no intention of holding this scam back in Japan for another year as they are already setting up their next one. WATCH! @ day tripper I can agree with that to an extent. †They want to win too, let's not forget about that and they know their farm system stinks so this is the easiest way to get a good (?), young pitcher who will not cost them anything but money. Like you, I'm leery of pitchers from Japan (still can't manage to get Igawa out of my memory) but this guy looks like he could be a decent number 3 or 4 starter. †I'd rather see the Yanks spend some of the money us fans fork over this way then bring back Bartolo Colon.","Masahiro Tanaka in the U.S. to meet with Yankees, others | New York Post",1/16/14,http://nypost.com/2014/01/09/masahiro-tanaka-in-the-u-s-to-meet-with-yankees-others/
346,"1. From Andy Romanic of Freeport: In the 1942 film ìPride of the Yankees,î three Yankees played themselves. Two were Hall of Famers: Bill Dickey and Babe Ruth. Who was the third? 2. From Bob Buscavage of Moriches: Name the multiple Cy Young Award winner who appears as himself in a 2013 episode of ìFranklin & Bash.î 3. From Anthony LoBaido of Walnut Creek, Calif.: During the 1999 episode of ìThe X-Filesî titled ìThe Unnatural,î Agent Mulder (David Duchovny) wears the jersey of a Hall of Famer. Name the former player. ñ Happy New Year!* *Remember, legally, you can wish someone a Happy New Year until the end of business a week from today, Jan. 13. After that, you must pay a $50 fine. (Thereís actually no such law. But there should be.) With the holidays fully behind us, letís reboot (or deboot , as they put it in Sunday nightís episode of ìThe Simpsonsî) and see whatís left in this baseball offseason. This figures to be the busiest January in recent memory. The Hall of Fame. That topic is expected to dominate this week, with the announcement coming Wednesday and a news conference with the inductee(s) Thursday in Manhattan. Here is my ballot . Last month on YESí ìYankees Hot Stove,î I predicted Craig Biggio and Greg Maddux would be the two inductees. Based on the 133 full ballots that have been publicized and calculated by Repoz of Baseball Think Factory, itís looking like I shot too low; right now, Tom Glavine and Frank Thomas would join Biggio and Maddux. Alex Rodriguez. As The Postís Joel Sherman mentioned last month, if Fredric Horowitzís announcement didnít come earlier in the month, it probably wonít arrive until after the Hall of Fame announcements . Though neither Major League Baseball nor the Players Association can absolutely control Horowitzís timing, itís common sense that if a request is made to hold off, heíll hold off. Baseball wants as much publicity as possible for its Hall of Fame class, especially after last yearís BBWAA ballot shutout. It doesnít want air time and newspaper/website space being compromised by A-Rod news. And the union doesnít want its newly elected Hall of Fame players being bombarded with queries about their reactions to A-Rod news. So thatís that. Anyway, Iím sticking to my guess that A-Rodís 211-game suspension will be reduced to either 150 or 162 games. I think Anthony Bosch earned his side of his deal with MLB by providing strong testimony ó of the same ilk that already nailed 13 players ó and by documenting multiples usages of multiple drugs, which will get A-Rod far more than the 50 games doled out to a first-time offender for a positive test. But I donít think baseball substantiated its contention that A-Rod obstructed the investigation. Such a suspension would give the Yankees a realistic chance to stay under the $189 million luxury-tax threshold for 2014. Well, unless they sign Masahiro Tanaka, which they very much want to do. Tanaka. This goes back to the old baseball adage: ìWhen the Yankees really want someone, they get him.î Thereís no sense out of Yankees camp the team is going to draw any sort of financial line with this guy. Theyíre in desperation mode after missing the playoffs, and they badly need another frontline starting pitcher while a) not loving any of Matt Garza, Ubaldo Jimenez or Ervin Santana; and b) not having the trade chips to get someone from another team. Tampa Bay wouldnít trade David Price within the American League East unless it was a ridiculously lopsided deal, anyway. Hence Tanaka, whom they scouted extensively and really like. Is it possible, say, the Mariners bring the sweepstakes to a level at which the Yankees arenít comfortable, outbidding the Yankees for the second time this offseason? Sure. Thatís not a great bet, though. We know the Yankees are far more excited about landing Tanaka than they were about retaining Robinson Cano. Going back to the first paragraph of this section: The only time in recent memory the Yankees didnít get someone they really wanted was with Cliff Lee three years ago. It turned out Lee, a free agent following the 2010 season, absolutely loved his brief stay in Philadelphia for about three months in 2009 and couldnít wait to get back there. We know very little about Tanakaís personal beliefs and desires, besides that he wants to pitch in MLB. But given that Lee was the outlier, Iíll stick with thinking Tanaka winds up a Yankee. The other guys. Just as we did a year ago, we have a group of comp free agents (free agents who turned down a one-year, $14-million qualifying offer and therefore require the signing team to forfeit a draft pick) going into January without a deal: Jimenez, Santana, Nelson Cruz, Stephen Drew and Kendrys Morales. Weíll deal with that specific issue in the coming weeks. For now, though, itís clear the markets for the pitchers have been compromised as much by the Tanaka situation, if not more so, as by the draft-pick compensation issue. Garza doesnít even require a draft pick to sign him. The good news for Garza, Jimenez and Santana is the Tanaka saga has an express timeline. By Jan. 24, heíll be obligated to sign with an MLB club or return to the Rakuten Golden Eagles. So Garza, Jimenez and Santana, if they indeed wait out Tanaka, will have about three weeks to find employment before spring training begins. Your Pop Quiz Answers: 1. Bob Meusel 2. Randy Johnson 3. Josh Gibson. If you have a tidbit that correlates baseball to popular culture, please send it to me at kdavidoff@nypost.com. Which upcoming baseball story interests you most? I'm looking forward to another full year of Davidoff not knowing what he is talking about where baseball is concerned.† He should move to London and try covering soccer as he's already conviced most of us he knows nothing about baseball.","Hall vote, A-Rod, Tanaka make for a busy January | New York Post",1/16/14,http://nypost.com/2014/01/06/hall-vote-a-rod-tanaka-make-for-a-busy-january/
347,"TRENTON, N.J. ó New Jersey Gov. Chris Christie will propose extending the public school calendar and lengthening the school day in a speech he hopes will help him rebound from an apparent political payback scheme that threatens to damage his second term and could cut short any ambitions to run for president. According to excerpts of his State of the State address obtained by The Associated Press, Christie, an early front-runner for the 2016 Republican presidential nomination, will make the case Tuesday that children who spend more time in school graduate better prepared academically. Details of the plan will be left for another day. Christie, who won re-election by 22 points in a Democrat-leaning state, hopes to regain his footing after being shaken by revelations that key aides orchestrated massive traffic backups by closing lanes near the George Washington Bridge, one of the worldís busiest spans. Four Christie loyalists have been fired or resigned for the apparent political vendetta against a Democratic mayor who wouldnít endorse Christie. The governor apologized , and during a lengthy news conference last week said he was ìblindsidedî by his staffís involvement. Two state legislative panels announced plans Monday to continue their investigations into the incident one Democratic leader now is calling an ìabuse of powerî probe. The U.S. Attorneyís office also is reviewing the apparent political vendetta, possibly to target a Democratic mayor who refused to endorse Christie for re-election. The mayor, Mark Sokolich of Fort Lee, told the AP Monday he was asked by a Christie operative to endorse the governor but never responded with a definitive answer after saying he would consider the request. Christie has denied any knowledge in the planning or execution of the plot, and there is no evidence linking him to it. Recently released emails, many from private accounts, show some in Christieís circle were told about the traffic jams days or weeks after they happened. Christieís proposal to lengthen school could antagonize an old adversary, the powerful public teachers union, which he has clashed with over pension and tenure changes. An overhaul of public employee retirement benefits by Christie and the Legislature in 2011 was bitterly opposed by the union, which spent millions in anti-Christie ads during his gubernatorial campaigns. The education plan is the latest from a governor who has sought to retool schooling in grades kindergarten through 12 with mixed success so far. Christie successfully overhauled century-old teacher tenure rules, essentially eliminating lifetime job protections. But the Democrat-led Legislature has not gone along with his voucher plan, which would allow children in failing schools to attend classes elsewhere, including at private or parochial schools. Christie also is expected to revive the theme of bipartisanship, which has taken a hit in the scandal. While Christie has sought to package himself as someone willing to reach across the aisle to get things done, in contrast to politicians in Washington, the traffic plot exposed the petty partisan politics being practiced by some of his aides. Christie is set to be inaugurated for a second term on Jan. 21. The celebration will be on Ellis Island, historically a gateway for immigrants arriving in the United States.",Christie proposes longer school day amid Bridgegate scandal | New York Post,1/16/14,http://nypost.com/2014/01/14/christie-proposes-longer-school-day-amid-bridgegate-scandal/
348,"Chris Christie: Can corporate America's candidate get out of this jam? It was a snowy December day in New York City when a few dozen of the rich and mighty gathered in a private room at a posh Midtown eatery for lunch. In attendance was enough political and financial wattage to constitute a Bilderberg quorum: J.P. Morgan CEO Jamie Dimon, Goldman Sachs chief Lloyd Blankfein, legendary Secretary of State Henry Kissinger, the future former mayor of New York Michael Bloomberg; the list went on. At one of the tables the talk turned to politics -- and speculation about who would carry each party's banner into the next presidential election. There was easy consensus for Hillary Clinton as the Democratic nominee, but what about for the Republicans? ""Chris Christie,"" pronounced Ken Langone, the billionaire founder of Home Depot and a major booster of the New Jersey governor. That drew a quick objection from Vernon Jordan, the Democratic superlawyer and quintessential Friend of Bill from the Clinton years. ""He's a bully,"" Jordan said. Langone returned the volley: ""It's Christie!"" Jordan countered: ""He's a bully. He's a bully."" It's worth noting that this good-natured schoolyard squabble came a month before the revelation that Christie aides had engineered those Fort Lee, N.J., traffic snarls around the George Washington Bridge, apparently for political retribution, setting off a national firestorm and prompting career-threatening questions about the New Jersey governor's role. Jordan, it seems, was awfully prescient. But at the lunch the real question wasn't about Christie's temperament. Rather, it was about how a moderate, even a blustery one, could secure the nod of a rightward-lurching party. For that, Langone had a wordless reply, rubbing his thumb and fingers together to indicate the flood of money that will sweep Christie through.","Chris Christie: Can corporate America's candidate get out of this jam? - Jan. 15, 2014",1/16/14,http://money.cnn.com/2014/01/15/leadership/chris-christie-jam.pr.fortune/index.html
349,"Marty Chavez: A singular CIO at Goldman Sachs. For Marty Chavez, the decision to return to Goldman Sachs came after a week cleaning toilets. Chavez, 49, is the firm's CIO, but that doesn't begin to tell his story. He's part tech pooh-bah, part guru, and the newest member of Goldman's 29-member executive committee. He's also an example of how people can reinvent themselves at Goldman -- and in life. Arriving at Goldman ( GS , Fortune 500 ) in 1993 after earning his Ph.D. in medical information science at Stanford, Chavez worked as a quant in the energy business -- but left four years later, claiming he needed a new challenge. That wasn't the real reason. ""The real reason is I made a big change in my life,"" says Chavez. ""I decided to stop drinking."" Seeking a change of venue (people in recovery call it ""pulling a geographic""), he moved to Credit Suisse, but says he knew he'd made a terrible mistake. After a few years he left the industry, founded and sold a startup, bought a beach house, and retired to Fire Island, N.Y. Soon after that, he got a call from now-president Gary Cohn, then co-head of global securities. ""I heard you sold your company -- congratulations,"" Chavez recalls him saying. ""I heard you retired. That's ridiculous. I was just calling to share with you that you're coming back."" When Chavez told him he was burned out on commodities, Cohn suggested investment banking. Chavez didn't know the first thing about banking, but Cohn was insistent. Chavez was reluctant. But after some soul-searching at a silent monastery in New Mexico, he says he had an epiphany. ""It's the only time in my life that I would say there was a clear message from the universe,"" he says. It might have been that he wanted out of his task for the day -- cleaning toilets -- but Chavez says he realized that he wanted to effect transformation in a global way and that returning to Goldman ( No. 45 on Fortune's 100 Best Companies to Work For ) was the way to do it. He returned, made partner a year later, and soon was named global co-chief operating officer of equities. ""After that I became pretty fearless,"" he says. So last year when the firm told him it needed him to become CIO, he was game. Goldman had just suffered a coding glitch that caused it to lose tens of millions on errant trades. Chavez, with his tech background and stature within the firm, was the ideal person. So far, so good, he says. Young people often ask Chavez what it takes to do well. He has an answer he's honed over the years: If Goldman Sachs is your top priority in life, he says, it probably won't work (""That's wonderful, but I don't want to hang out with you,"" he says); but if it's your fourth, that probably won't cut it either. He advises them to make a list of their ""short and sacred list of priorities."" For him, he says, Goldman is a solid three. ""Not one, not two,"" he says. ""And definitely not four.""","Marty Chavez: A singular CIO at Goldman Sachs - Jan. 16, 2014",1/16/14,http://money.cnn.com/2014/01/16/leadership/best-companies-goldman-chavez.pr.fortune/index.html
